title,imdb_score,predicted_score
Grandmother's Farm,2.9,5.4
Na Bangaaru Talli,7.2,5.9
Wyatt Cenac: Brooklyn,6.3,5.8
Mumbai Delhi Mumbai,5.7,5.8
Hunt for the Wilderpeople,7.8,6.7
Hell or High Water,7.6,6.3
Legend,6.9,6.8
Blair Witch,5.0,5.4
War Dogs,7.1,7.2
Blackhat,5.4,6.0
The Take,6.3,5.9
Nocturnal Animals,7.5,6.8
Raw,7.0,6.1
The Hateful Eight,7.8,8.0
Pan,5.7,5.8
The Gift,7.0,7.5
Wild Card,5.6,6.0
"Hail, Caesar!",6.3,6.7
Crimson Peak,6.5,5.9
Bāhubali: The Beginning,8.0,6.8
Ouija: Origin of Evil,5.3,5.7
Sinister 2,5.3,5.5
The Edge of Seventeen,7.3,6.7
London Has Fallen,5.9,6.2
A Silent Voice: The Movie,8.1,6.9
Kung Fu Panda 3,7.1,6.8
Hush,6.6,5.5
Mr. Right,6.3,5.6
The Boy,6.0,5.6
Steve Jobs,7.2,7.2
The Conjuring 2,7.3,6.5
Home,6.6,6.4
Chappie,6.8,6.3
Gantz:O,7.1,5.9
In a Valley of Violence,6.0,5.9
A Monster Calls,7.4,6.9
Christine,6.9,6.6
Loving,7.0,6.3
The Danish Girl,7.1,6.6
Under the Shadow,6.8,5.9
The DUFF,6.4,6.1
Unfriended,5.5,5.7
Closet Monster,7.0,6.3
Self/less,6.5,6.0
The Fundamentals of Caring,7.3,6.5
"Hello, My Name Is Doris",6.6,6.1
Spectral,6.3,5.6
Other People,6.8,6.3
Circle,6.0,5.4
Batman: The Killing Joke,6.4,6.5
He Never Died,6.3,5.8
American Ultra,6.1,5.8
13th,8.2,7.4
Before I Wake,6.2,5.8
Blue Jay,7.2,5.8
Advantageous,6.2,5.8
Into the Inferno,7.2,7.0
Collateral Beauty,6.7,6.3
Beasts of No Nation,7.7,7.0
ARQ,6.3,5.4
The Forest,4.8,5.5
"What Happened, Miss Simone?",7.6,7.0
The Bye Bye Man,4.3,5.8
Ip Man 3,7.0,6.6
The Space Between Us,6.4,5.8
Demonic,5.3,5.3
Winter on Fire: Ukraine's Fight for Freedom,8.3,7.0
Mascots,5.8,6.0
The Siege of Jadotville,7.2,6.4
Visaranai,8.5,6.2
By the Sea,5.3,6.2
Team Foxcatcher,7.3,7.3
The Ridiculous 6,4.8,6.1
Bo Burnham: Make Happy,8.4,6.7
The Do-Over,5.7,6.0
Suffragette,6.9,6.8
Headshot,6.3,5.9
Jem and the Holograms,4.1,5.6
Sleight,5.9,5.6
Hot Girls Wanted,6.1,6.9
The Distinguished Citizen,7.5,6.4
"Crouching Tiger, Hidden Dragon: Sword of Destiny",6.1,6.2
Mindhorn,6.3,5.8
I Am the Pretty Thing That Lives in the House,4.6,5.5
Pee-wee's Big Holiday,6.1,5.4
You're My Boss,6.3,5.8
White Girl,5.7,5.8
Frank & Lola,5.9,5.7
Barry,5.9,6.3
David Brent: Life on the Road,6.3,5.8
Güeros,7.4,6.4
Front Cover,6.4,5.9
Rocco,5.7,7.0
Ratchet & Clank,5.5,5.9
The Darkness,4.5,5.4
Marco Polo: One Hundred Eyes,7.8,5.8
Tramps,6.5,6.5
LEGO Marvel Super Heroes: Avengers Reassembled!,6.1,5.4
Marauders,5.5,5.7
Special Correspondents,5.8,6.2
Baaghi,5.3,5.4
Tallulah,6.7,6.1
Bert Kreischer: The Machine,7.6,5.8
Amanda Knox,6.9,7.0
Results,5.4,5.9
Sebastian Maniscalco: Why Would You Do That?,7.4,5.8
The Young Messiah,5.6,6.9
Term Life,5.5,5.8
For the Love of Spock,7.6,7.0
John Mulaney: The Comeback Kid,7.9,6.7
Incarnate,5.2,4.9
Message from the King,6.4,5.9
The Warriors Gate,5.4,5.7
Tig,7.4,7.0
Drishyam,8.2,6.8
Taxi Driver,6.0,6.3
The Dreamseller,6.0,6.3
Lavender,5.3,6.0
Ali Wong: Baby Cobra,7.5,5.8
Hyena Road,6.5,6.2
Septembers of Shiraz,7.9,6.2
A Very Murray Christmas,5.5,5.8
Divines,7.4,6.4
Audrie & Daisy,7.2,7.0
Always Be My Maybe,6.6,5.8
Pandora,6.6,6.1
Keith Richards: Under the Influence,7.1,6.8
"Surviving Compton: Dre, Suge and Michel'le",6.5,7.1
Colin Quinn: The New York Story,6.9,5.8
Hawaizaada,5.5,7.0
Riot,5.1,5.7
Kevin Hart: What Now?,5.9,7.1
Legends of the Hidden Temple,5.6,5.2
Veteran,7.0,5.7
Opening Night,6.0,5.7
Raman Raghav 2.0,7.4,6.3
The 101-Year-Old Man Who Skipped Out on the Bill and Disappeared,6.3,5.8
6 Years,5.6,5.9
Shaun the Sheep: The Farmer's Llamas,6.8,6.0
Un + une,6.2,6.1
Ok Kanmani,7.4,6.2
True Memoirs of an International Assassin,5.9,5.9
High & Low The Movie,6.4,5.9
Strange Weather,6.0,6.3
The Lighthouse of the Orcas,6.7,6.0
Servant Of The People 2,6.2,5.8
Heneral Luna,7.3,6.7
Ordinary World,5.5,5.9
Mohenjo Daro,5.6,6.4
Dil Dhadakne Do,7.0,6.4
Toro,5.9,5.9
Riphagen the Untouchable,7.1,6.5
Gabbar Is Back,7.1,6.4
Demetri Martin: Live (At The Time),7.4,6.7
4K Fireplace,7.7,7.3
7 Years,6.7,6.1
Talvar,8.1,6.3
Brothers,6.4,6.3
Gabriel Iglesias: I'm Sorry for What I Said When I Was Hungry,7.4,7.0
Pyaar Ka Punchnama 2,7.3,6.5
Much Loved,6.2,6.3
A Second Chance,8.6,6.9
Rebirth,4.9,5.8
Lang Tong,4.8,5.7
Manson Family Vacation,5.8,6.0
Gridlocked,5.8,5.9
Jimmy Carr: Funny Business,7.2,5.8
Aziz Ansari: Live at Madison Square Garden,6.6,5.8
The Next Skin,6.2,6.0
Chris Tucker: Live,6.3,7.0
"Dana Carvey: Straight White Male, 60",6.5,5.8
Justin Timberlake + The Tennessee Kids,7.6,6.9
Russell Peters: Almost Famous,6.6,5.8
Colin Quinn: Unconstitutional,7.1,5.7
Jim Jefferies: Freedumb,7.7,7.0
Asperger's Are Us,6.6,7.1
Tony Robbins: I Am Not Your Guru,6.6,7.1
Hunterrr,7.0,6.4
Belgica,6.7,6.5
Kapoor & Sons,7.7,6.2
Udta Punjab,7.7,6.5
Tamasha,7.3,6.3
Breaking the Bank,4.8,6.1
All About Asado,6.5,6.9
Chronically Metropolitan,4.9,6.2
Fate/Grand Order: First Order,5.7,6.3
Hannibal Buress: Comedy Camisado,6.6,5.9
Anjelah Johnson: Not Fancy,5.7,6.8
Force 2,6.2,5.6
Fitoor,5.4,6.2
Triumph in the Skies,4.3,6.0
In the Shadow of Iris,6.1,6.1
Mucize,7.6,7.3
The Ivory Game,7.9,7.1
Our Lovers,6.7,5.9
Beauty and the Bestie,4.6,6.2
Tom Segura: Mostly Stories,7.5,6.8
Dhanak,7.9,6.4
Jonah,5.4,5.4
Chocolate City: Vegas Strip,3.7,6.3
I'll Sleep When I'm Dead,6.6,6.9
Project Marathwada,6.5,6.3
ABCD 2,5.4,6.6
Ali Baba and the 7 Dwarfs,5.6,6.3
Te3n,7.3,6.4
"Chatô, The King of Brazil",5.4,6.6
The Guardian Brothers,5.4,6.5
Budhia Singh: Born to Run,7.6,6.4
Mercy,4.1,5.9
City of Joy,7.5,7.0
XOXO,5.3,6.2
Layla M.,6.6,6.3
Jessica Darling's It List,5.4,5.6
Garfunkel and Oates: Trying to be Special,7.3,5.8
Slam,6.1,6.0
The Blind Christ,5.8,6.3
Shaandaar,3.6,6.4
Rainbow Time,5.9,6.2
The Flower of Aleppo,5.4,6.2
The Worthy,5.1,5.0
You Are My Sunday,7.7,6.4
Black,4.3,5.7
The Lion Woman,6.6,6.6
7:19,5.8,6.3
Schubert in Love,5.0,6.0
Frank and Cindy,6.1,6.3
Dharam Sankat Mein,6.3,6.2
Puerto Ricans in Paris,5.3,6.0
Love O2O,6.4,6.0
Fifty,6.0,5.8
"Liar, Liar, Vampire",5.7,5.6
Patton Oswalt: Talking for Clapping,6.7,6.8
Selfie 69,6.1,5.5
Ricardo O'Farrill: Abrazo Genial,5.5,6.0
My Mother's Wound,7.3,6.5
Iliza Shlesinger: Confirmed Kills,6.6,5.9
Umrika,6.6,6.3
Journey to Greenland,6.3,6.3
Michael Che Matters,7.2,5.8
'76,5.6,6.2
Halal Love,6.3,5.9
100 Meters,7.5,6.4
Brent Morin: I'm Brent Morin,6.5,5.8
Joe Rogan: Triggered,7.4,6.7
Kyaa Kool Hain Hum 3,1.9,6.2
Olmo and the Seagull,7.2,6.6
The Beginning of Life,7.5,6.8
Offline: Are You Ready for the Next Level?,5.0,5.7
Phantom,5.9,5.6
MindGamers,3.6,5.2
David Cross: Making America Great Again,6.5,5.9
Jeff Dunham: Unhinged in Hollywood,6.7,5.7
Barcelona: A Love Untold,6.6,6.2
Sofía Niño de Rivera: Exposed,7.3,5.9
The Doll,5.2,5.3
U Turn,7.5,5.8
I Love You,4.7,5.9
Very Big Shot,6.9,5.9
The Heirs,5.7,6.1
Barakah Meets Barakah,6.3,5.6
Pettson and Findus: The Best Christmas Ever,5.5,6.4
Iliza Shlesinger: Freezing Hot,6.8,6.8
Katti Batti,4.6,6.3
Mike Epps: Don't Take It Personal,4.4,5.8
Ghost Patrol,5.1,5.8
Bangistan,4.5,6.7
Ludo,2.8,5.3
Born in Syria,7.7,6.9
Theo Von: No Offense,5.6,6.7
Ricardo O'Farrill: abrazo navideño,5.7,5.5
"Trailer Park Boys: Drunk, High and Unemployed: Live In Austin",6.5,5.9
#Rucker50,5.2,6.7
The Breakup Playlist,6.5,6.1
S Storm,5.1,5.8
HiGH&LOW: The Red Rain,6.1,6.1
The Massively Mixed-Up Middle School Mystery,7.3,5.4
Those who fear are dead,3.6,6.3
Poshter Girl,6.6,6.4
3000 Nights,7.0,6.3
Wazir,7.2,6.0
Motu Patlu: King Of Kings,6.5,6.6
The Love Affair,6.3,6.1
Everyday I Love You,7.0,6.1
Jeff Foxworthy & Larry the Cable Guy: We've Been Thinking,5.9,5.9
The CEO,5.6,6.2
Jen Kirkman: I'm Gonna Die Alone (And I Feel Fine),6.8,5.9
Reggie Watts: Spatial,6.0,5.7
Aerials,1.5,5.7
Chhota Bheem in African Safari,6.5,6.4
Meet The in-Laws,6.0,5.9
Chris D'Elia: Incorrigible,6.4,7.0
Ordinary People,7.3,6.3
Couple Of Days,6.4,6.3
Kara Bela,6.7,6.2
Vince & Kath & James,6.8,5.8
Carlos Ballarta: el amor es de putos,7.0,5.8
Sen Benim HerŞeyimsin,6.2,6.1
Saawan,7.3,6.0
A Chaster Marriage,5.4,5.5
Misunderstanding,4.3,5.6
Eddie: Strongman,7.4,7.0
Cedric the Entertainer: Live from the Ville,6.2,5.8
Wedding Association 2: Circumcision,6.3,6.2
One in a Billion,6.7,6.8
Brahman Naman,5.5,6.0
XV Beyond the Tryline,6.8,6.9
Virunga: Gorillas in Peril,6.6,6.5
Santa Banta Pvt Ltd,2.7,6.1
Jada,5.4,5.8
Grandmother's Farm Part 2,5.4,5.2
Dieter Nuhr: Nuhr in Berlin,4.7,5.8
Niyazi Gül Dörtnala,4.5,6.0
Sila Samayangalil,5.8,6.3
Love Is a Story,6.0,5.8
Husband Factor,6.2,6.2
Husband Factor: Resurrection,5.3,5.8
The Super Parental Guardians,4.4,6.1
Oloibiri,5.1,5.8
Sam Kinison: The Scream Continues,6.1,6.5
Gang of the Caribbean,5.1,5.7
Kiss of Life,5.9,6.1
Souk Bazaar,5.2,6.0
Everything About Her,7.2,6.5
Road To High & Low,6.6,6.0
The Arbitration,5.0,6.3
The Last Egg,4.8,5.9
Jandino: Whatever it Takes,4.5,6.0
Gbomo Gbomo Express,5.0,6.3
Janoskians: Untold and Untrue,3.7,6.0
Crazy Beautiful You,7.0,6.1
Snervous Tyler Oakley,5.4,7.0
Sommore: The Reign Continues,7.0,6.1
Hajwala: The Missing Engine,2.0,5.9
Just the Way You Are,6.3,6.0
Dedemin Fişi,5.5,5.7
The Unmarried Wife,5.9,6.2
My Stupid Boss,7.1,6.3
The Third Party,6.1,5.8
Ojukokoro (Greed),6.6,5.9
Lakeeran,6.3,6.4
Time Out,6.0,6.7
Leave No Trace,7.1,6.4
Blade Runner 2049,8.0,7.3
12 Strong,6.5,6.9
It,7.3,6.9
Wind River,7.7,6.7
Sorry to Bother You,6.9,6.4
Dunkirk,7.8,7.7
Vice,7.2,7.8
Phantom Thread,7.4,6.5
Molly's Game,7.4,7.1
Den of Thieves,7.0,6.4
CHiPS,6.0,6.0
The Ballad of Buster Scruggs,7.3,6.5
Darkest Hour,7.4,6.9
Won't You Be My Neighbor?,8.4,7.1
The Ritual,6.3,5.5
Okja,7.3,6.3
Final Score,5.7,5.9
Rumble: The Indians Who Rocked the World,7.7,7.0
The Nightingale,7.3,5.9
Forgotten,7.4,5.2
Backtrace,3.8,5.8
Set It Up,6.5,5.9
Crooked House,6.3,6.3
The Cloverfield Paradox,5.5,5.4
What Happened to Monday,6.8,6.1
Gerald's Game,6.5,5.8
Roma,7.7,6.9
Adrift,6.6,5.6
The Beguiled,6.8,7.2
Ghostland,6.4,5.6
The Bad Batch,5.2,5.2
Tully,7.0,6.5
The Guernsey Literary & Potato Peel Pie Society,7.3,6.6
The Foreigner,7.0,6.2
"Can't Stop, Won't Stop: A Bad Boy Story",5.3,6.9
Outlaw King,6.9,6.8
Destination Wedding,6.0,6.0
Bird Box,6.6,6.3
The Babysitter,6.4,5.7
The Package,5.5,6.1
Replicas,5.5,5.9
Cam,5.9,5.6
Level 16,6.0,5.8
Abducted in Plain Sight,6.8,7.0
The Meyerowitz Stories (New and Selected),6.9,6.5
I Don't Feel at Home in This World Anymore,6.9,6.1
Step Sisters,5.4,6.2
The Shack,6.2,6.7
Calibre,6.8,6.1
Apostle,6.3,6.0
Beirut,6.4,6.0
To All the Boys I've Loved Before,7.1,6.3
Mirai,7.0,6.7
Bāhubali 2: The Conclusion,8.2,6.7
Berlin Syndrome,6.2,5.8
Icarus,7.9,7.0
The Kindergarten Teacher,6.7,6.1
1922,6.2,6.7
Veronica,6.2,5.7
Little Italy,5.7,5.8
Hold the Dark,5.6,5.5
Mute,5.4,6.1
The Perfection,6.1,5.5
Red Joan,6.4,6.1
Bright,6.3,6.0
Kodachrome,6.8,6.3
The Discovery,6.2,5.5
Extinction,5.8,5.7
The Book of Henry,6.5,6.3
Creep 2,6.4,5.6
Speed Kills,4.2,5.9
Black Mirror: Bandersnatch,7.1,6.1
The Night Comes for Us,6.9,5.8
Cargo,6.3,5.4
When We First Met,6.4,5.9
Mudbound,7.4,6.9
Anon,6.1,5.7
"Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",7.6,7.0
A-X-L,5.3,5.4
Hell Fest,5.5,5.3
Malevolent,4.8,5.2
Happy as Lazzaro,7.5,6.6
Everybody Knows,6.9,6.4
22 July,6.8,6.8
Falls Around Her,6.3,6.0
Sand Castle,6.3,6.3
Buster's Mal Heart,6.2,6.0
On Body and Soul,7.5,6.2
Ben Is Back,6.7,6.4
Private Life,7.2,6.6
Mirage,7.4,6.1
Ravenous,5.8,5.1
RBG,7.6,6.9
An Evening with Beverly Luff Linn,5.8,6.2
Mary Magdalene,5.9,6.8
Dumplin',6.5,6.5
Tau,5.8,5.2
Skins,6.1,6.2
Duck Butter,5.2,5.9
The Zookeeper's Wife,7.0,7.1
"Game Over, Man!",5.4,5.9
Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,7.1,5.8
Victoria & Abdul,6.8,6.8
Hampstead,6.0,6.1
Hannah Gadsby: Nanette,8.1,6.8
War Machine,6.0,6.8
Bad Genius,7.6,6.4
The Kissing Booth,5.9,5.9
The Forgiven,5.9,5.9
King of Thieves,5.5,6.7
The Titan,4.8,5.6
Security,5.7,5.5
Mowgli: Legend of the Jungle,6.5,6.3
A Futile and Stupid Gesture,6.7,6.0
How It Ends,5.0,5.7
Death Note,4.5,5.7
The After Party,5.7,5.4
Perfect Bid: The Contestant Who Knew Too Much,6.5,7.0
The Other Side of the Wind,6.7,6.5
To the Bone,6.8,6.4
Goon: Last of the Enforcers,5.8,6.2
We the Animals,6.9,6.3
Reversing Roe,7.5,6.9
Beyond Skyline,5.3,4.9
The Bar,6.3,5.4
Errementari: The Blacksmith and the Devil,6.4,5.6
Illang: The Wolf Brigade,5.9,5.9
Shirkers,7.4,6.9
A Bad Moms Christmas,5.6,6.2
Welcome Home,5.2,5.6
Piercing,5.5,5.3
The Outsider,6.2,6.0
Indian Horse,7.2,6.4
Andhadhun,8.2,6.6
Unicorn Store,5.5,6.3
My Happy Family,7.4,6.4
Newness,6.3,6.0
Monster High: Electrified,5.3,6.2
No Escape Room,5.0,5.2
If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,7.9,6.9
The Week Of,5.2,6.3
iBoy,6.0,5.2
May the Devil Take You,5.9,5.4
The Breaker Upperers,5.9,5.9
What the Health,7.4,7.0
The Long Dumb Road,6.1,6.0
Long Shot,7.4,6.6
Dude,5.2,6.2
The Debt Collector,5.8,5.7
Handsome Devil,7.0,6.3
Win It All,6.2,6.0
Tottaa Pataaka Item Maal,7.6,6.3
Trolls Holiday,6.1,5.6
Joan Didion: The Center Will Not Hold,7.4,6.9
The Incredible Jessica James,6.5,5.6
Siberia,4.3,5.6
The Resistance Banker,6.9,6.7
John Mulaney: Kid Gorgeous at Radio City,7.9,5.9
The Saint,4.9,5.8
In Darkness,5.7,5.8
Sierra Burgess Is a Loser,5.8,6.2
Sad Hill Unearthed,7.4,6.9
Ibiza,5.2,5.7
Shimmer Lake,6.3,5.1
Hey Arnold! The Jungle Movie,7.5,6.1
Fullmetal Alchemist,5.2,6.0
Animal World,6.4,5.8
Wheelman,6.4,5.5
Cristela Alonzo: Lower Classy,6.4,5.8
Brain on Fire,6.6,6.3
Bleach,6.4,6.0
You Get Me,4.7,5.7
"My Teacher, My Obsession",4.4,6.0
Voyeur,6.1,7.3
Bathtubs Over Broadway,7.6,7.0
Psychokinesis,5.9,5.8
Adam Sandler: 100% Fresh,7.5,5.9
Girl,7.1,6.4
The Polka King,5.9,6.3
Blame!,6.6,6.3
First They Killed My Father,7.2,7.1
MFKZ,6.7,6.0
Show Dogs,3.8,5.7
Girlfriend's Day,5.2,6.1
The Resurrection of Gavin Stone,6.2,5.6
One of Us,7.0,6.9
Taylor Swift: Reputation Stadium Tour,8.3,7.2
Godzilla: Planet of the Monsters,6.0,6.2
Like Father,6.1,6.4
Fireworks,5.6,7.2
Godzilla: The Planet Eater,5.0,5.6
Amar,5.1,6.0
Birth of the Dragon,5.6,6.1
Outside In,6.7,6.3
Lu Over the Wall,6.8,6.3
Irreplaceable You,6.4,5.9
Sandy Wexler,5.2,6.3
Alex Strangelove,6.3,6.1
Gaga: Five Foot Two,7.0,7.0
Get Me Roger Stone,7.3,7.3
River's Edge,6.2,6.4
Animal Crackers,5.8,6.2
Mr. Roosevelt,6.2,6.0
Clive Davis: The Soundtrack of Our Lives,7.4,7.2
Ricky Gervais: Humanity,8.0,6.0
Lady J,6.8,6.0
The Christmas Chronicles,7.0,5.9
The Photographer of Mauthausen,6.7,6.6
Bill Nye: Science Guy,6.5,6.9
Quincy,7.6,7.1
Cuba and the Cameraman,8.2,7.1
The World Is Yours,6.3,6.1
Toc Toc,6.8,5.7
Acts of Vengeance,5.7,5.8
Carrie Pilby,6.6,6.3
The Clapper,5.1,6.3
Fun Mom Dinner,5.3,6.0
The Land of Steady Habits,6.2,6.3
Okko's Inn,7.0,6.6
Our Souls at Night,6.9,6.0
BuyBust,5.7,5.9
Escape from Mr. Lemoncello's Library,5.3,5.7
I Am Jonas,7.0,5.8
MILF,4.8,6.0
Springsteen On Broadway,8.5,7.3
Solo,5.0,5.7
Bullet Head,5.4,6.1
Small Crimes,5.8,6.0
Unrest,7.6,7.1
"Take the Ball, Pass the Ball",7.9,7.0
Reprisal,4.2,5.8
The Princess Switch,6.0,5.7
High Society,5.5,6.4
The Ottoman Lieutenant,6.4,6.3
Whose Streets?,5.5,7.0
The Open House,3.3,5.3
Trevor Noah: Son of Patricia,7.3,5.8
Little Evil,5.6,5.6
Christmas with a Prince,5.2,5.8
"Norm Macdonald: Hitler's Dog, Gossip & Trickery",7.4,6.7
Bending the Arc,8.0,7.0
Day of the Dead: Bloodline,3.4,5.1
Retablo,7.5,6.2
John Leguizamo's Latin History for Morons,7.3,6.8
Orbiter 9,5.9,5.7
White Fang,6.9,6.5
Sand Storm,6.8,6.2
Generation Iron 3,6.2,6.8
Jo Koy: Live from Seattle,7.2,5.8
"Oh, Hello on Broadway",7.7,6.0
Camarón: The Film,7.5,7.0
The Outcasts,5.4,6.1
Gnome Alone,5.6,6.1
How to Be Really Bad,6.2,5.5
The Angel,6.6,5.8
Father of the Year,5.2,6.0
The B-Side: Elsa Dorfman's Portrait Photography,6.7,6.9
Demetri Martin: The Overthinker,7.2,5.7
The Death and Life of Marsha P. Johnson,7.2,7.0
Happy Anniversary,5.7,5.5
Dry Martina,5.8,6.2
El Camino Christmas,5.7,6.2
The Legacy of a Whitetail Deer Hunter,5.5,6.1
Clinical,5.1,5.3
Godzilla: City on the Edge of Battle,5.8,6.3
My Masterpiece,7.1,6.3
Ronnie Coleman: The King,7.0,6.9
Hasan Minhaj: Homecoming King,8.2,6.8
The Climb,6.9,5.7
Secret Superstar,7.8,6.7
A Twelve-Year Night,7.5,6.7
Dear Ex,7.3,5.9
Manhunt,5.2,5.5
Flavors of Youth,6.6,6.5
Burn Out,6.2,5.5
Modest Heroes,6.6,6.1
Iliza Shlesinger: Elder Millennial,7.2,5.8
The Seven Deadly Sins: Prisoners of the Sky,7.1,6.6
The Battleship Island,7.1,6.6
Sanju,7.7,6.8
Point Blank,5.7,5.8
"Ron White: If You Quit Listening, I'll Shut Up",6.5,5.7
Craig Ferguson: Tickle Fight,6.6,5.8
Sarkar,7.0,6.4
Casting JonBenet,6.1,7.1
They'll Love Me When I'm Dead,7.4,6.9
Strong Island,6.4,7.0
Come Sunday,6.0,6.3
The Most Hated Woman in America,6.1,6.5
Lommbock,6.7,6.0
Wedding Unplanned,5.7,5.9
Spyder,6.3,5.8
The Killer,6.0,5.2
Lust Stories,6.4,6.2
The Most Unknown,6.5,6.9
The Motive,6.5,6.1
Mercury 13,6.9,6.9
Eerie,4.6,5.6
Tig Notaro: Happy To Be Here,6.6,5.7
Benji,6.3,5.9
The Little Vampire 3D,5.4,5.9
Time Share,5.9,5.5
Rip Tide,5.4,5.4
Holy Camp!,6.2,5.7
Alaska Is a Drag,6.5,6.1
Parmanu: The Story of Pokhran,7.6,6.5
Zero,5.2,6.1
Amateur,5.9,5.8
Pottersville,5.4,5.9
A Christmas Prince: The Royal Wedding,5.3,5.8
The Bleeding Edge,7.6,6.9
Lowriders,5.6,6.1
Derren Brown: The Push,7.5,7.6
The Warning,5.9,5.3
NY Prison Break: The Seduction of Joyce Mitchell,5.5,6.3
S.W.A.T.: Under Siege,4.5,5.5
6 Balloons,5.9,6.1
Chasing Coral,8.1,6.9
Next Gen,6.6,5.9
First Match,6.4,6.2
Sunday's Illness,6.9,6.5
I Am Not an Easy Man,6.3,6.1
Justice,4.0,6.0
Seth Rogen's Hilarity for Charity,5.0,6.8
Charming,5.6,6.1
Christmas Wedding Planner,4.3,5.5
Budapest,5.4,6.1
All I Wish,5.2,6.0
Angamaly Diaries,7.9,6.0
ReMastered: Tricky Dick & The Man in Black,7.1,6.6
Fred Armisen: Standup for Drummers,5.8,5.7
Thi Mai,6.0,5.8
Battle,5.9,6.0
Holy Goalie,5.3,6.0
Saving Capitalism,6.8,6.8
Bibi & Tina: Perfect Pandemonium,4.0,5.9
Mom,7.2,6.4
Christmas Inheritance,5.7,6.0
An Imperfect Murder,3.2,5.9
LEGO Marvel Super Heroes: Guardians of the Galaxy - The Thanos Threat,5.8,5.4
Killing Hasselhoff,4.4,6.0
Shepherds and Butchers,6.8,6.4
The Skin of the Wolf,5.8,5.5
The Holiday Calendar,5.7,5.7
Deidra & Laney Rob a Train,6.0,6.2
Sahara,5.5,6.0
Take Your Pills,6.3,6.9
And Breathe Normally,6.9,6.3
Naked,5.4,5.8
The Invisible Guardian,6.4,6.0
Jim Jefferies: This Is Me Now,7.3,5.8
Cities of Last Things,6.2,6.1
Si saben cómo me pongo ¿Pa' qué me invitan?,4.5,5.9
It's for Your Own Good,5.5,6.0
The Laws of Thermodynamics,6.0,6.0
Handsome: A Netflix Mystery Movie,5.2,6.9
Hometown Holiday,5.0,5.8
Jailbreak,5.4,5.7
"Roxanne, Roxanne",6.2,6.2
Quién te cantará,6.9,6.2
Something Huge,4.4,5.9
Lucid Dream,6.1,5.5
Carbone,6.5,5.8
Bhavesh Joshi Superhero,7.6,6.4
Nothing to Hide,6.8,6.2
The Awakening of Motti Wolkenbruch,6.6,6.2
Bill Burr: Walk Your Way Out,7.2,6.8
The Legend of Cocaine Island,6.3,6.9
Birdshot,6.6,6.1
Steel Rain,7.1,6.0
Christmas with a View,5.1,5.6
Greg Davies: You Magnificent Beast,7.1,5.8
Catfight,5.9,6.0
Paradise Lost,6.9,7.3
Ali's Wedding,6.9,6.0
Toilet: A Love Story,7.2,6.4
When Angels Sleep,5.5,5.3
The Stolen,5.3,5.7
Perú: Tesoro Escondido,6.1,6.8
Break,5.7,6.2
Black Is Beltza,5.8,6.6
Edge of Fear,4.4,5.5
Ryan Hamilton: Happy Face,7.3,6.7
Bad Seeds,7.3,6.0
Shéhérazade,7.0,5.7
The Mansion,4.6,5.7
Yucatán,5.5,5.8
Mike Birbiglia: Thank God for Jokes,7.5,5.8
Us and Them,7.3,6.1
Pad Man,7.9,6.7
On My Skin,7.3,6.3
Sun Dogs,6.2,6.3
Derren Brown: Miracle,6.5,6.8
Manto,7.3,6.6
Little Boxes,5.9,6.2
Raising the Bar,5.5,6.9
Bomb Scared,5.6,5.9
Baazaar,6.5,6.3
Ittefaq,7.2,5.8
Giant,6.6,6.8
Chris Rock: Tamborine,6.6,6.7
Take Me,6.1,5.7
Ee Nagaraniki Emaindi,7.9,6.4
Patton Oswalt: Annihilation,7.2,6.7
LEGO Marvel Super Heroes: Black Panther - Trouble in Wakanda,5.6,5.7
Rory Scovel Tries Stand-Up for the First Time,6.7,6.7
Revenger,5.7,5.6
Coin Heist,4.7,5.4
Joy,6.6,6.2
Hakkunde,6.4,6.2
Jagga Jasoos,6.3,5.7
Getaway Plan,5.6,5.8
The Drug King,6.2,6.3
Jab Harry Met Sejal,5.0,6.6
Katt Williams: Great America,6.2,5.7
Derren Brown: Sacrifice,7.1,7.4
Struggle: The Life and Lost Art of Szukalski,7.9,7.0
Sky Ladder: The Art of Cai Guo-Qiang,7.3,6.8
The Fortress,6.8,6.5
Qarib Qarib Singlle,7.1,6.1
Disconnect,5.3,5.5
Feminists: What Were They Thinking?,6.9,6.8
Duck Duck Goose,5.7,6.0
A Christmas Prince,5.7,5.4
Azali,5.7,6.2
Aiyaary,5.2,6.1
SPF-18,3.2,5.9
Hari Kondabolu: Warn Your Relatives,6.5,5.8
Seeing Allred,7.2,6.9
Resurface,7.1,6.7
The Tribe,5.8,5.7
The Plagues of Breslau,5.9,5.4
Sudani from Nigeria,8.2,6.4
Pope Francis: A Man of His Word,6.4,6.9
Candy Jar,5.8,6.1
Neal Brennan: 3 Mics,7.9,6.7
"To Each, Her Own",5.4,6.2
Kuroko's Basketball the Movie: Last Game,7.7,6.9
Rock my Heart,6.5,5.7
Mersal,7.5,6.0
Jerry Before Seinfeld,7.0,6.7
The Last Shaman,6.6,6.8
All Good,6.5,6.2
Bareilly Ki Barfi,7.5,5.9
Expedition Happiness,5.9,7.0
