movieId,title,genres_x,id,type,description,release_year,age_certification,runtime,genres_y,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
57401,Cleaner,Crime|Thriller,tm78671,MOVIE,"Single father and former cop Tom Cutler has an unusual occupation: he cleans up death scenes. But when he's called in to sterilize a wealthy suburban residence after a brutal shooting, Cutler is shocked to learn he may have unknowingly erased crucial evidence, entangling himself in a dirty criminal cover-up.",2007,R,88,"['thriller', 'crime']",['US'],,tt0896798,6.1,42285.0,11.509,6.0
57522,First Sunday,Comedy|Crime,tm41508,MOVIE,"Durell and LeeJohn are best friends and bumbling petty criminals. When told they have one week to pay a $17,000 debt or Durell will lose his son, they come up with a desperate scheme to rob their neighborhood church. Instead, they end up spending the night in the presence of the Lord and are forced to deal with much more than they bargained for.",2008,PG-13,96,"['comedy', 'action', 'crime', 'drama']",['US'],,tt0486578,4.5,10927.0,8.809,5.6
57848,Canvas,Drama,tm979689,MOVIE,"After a heartbreaking loss, a grandfather struggling to reclaim his passion for painting finds the inspiration to create again.",2020,G,9,"['animation', 'family', 'drama']",['US'],,,,,7.13,6.4
58111,Jodhaa Akbar,Drama|Musical|Romance|War,tm29269,MOVIE,"Jodhaa Akbar is a sixteenth century love story about a marriage of alliance that gave birth to true love between a great Mughal Emperor, Akbar and a Rajput princess, Jodhaa.",2008,PG-13,214,"['romance', 'history', 'war', 'action', 'drama']",['IN'],,tt0449994,7.5,32440.0,11.959,7.4
58156,Semi-Pro,Comedy,tm39828,MOVIE,"Jackie Moon is the owner, promoter, coach, and star player of the Flint Michigan Tropics of the American Basketball Association (ABA). In 1976 before the ABA collapses, the National Basketball Association (NBA) plans to merge with the best teams of the ABA at the end of the season. Only the top four teams will make the move and the worst teams will fold. The Tropics are the worst team in the league and if they want to make it to the NBA, Jackie Moon must rally his team and start winning. The only problem is the fact that Jackie Moon is not really the coach and star basketball player he thinks he is. To keep his team from oblivion and leave his mark in the city, Jackie Moon must inspire his team to win fourth place in the playoffs.",2008,R,94,"['comedy', 'sport', 'european']",['US'],,tt0839980,5.8,82159.0,12.789,5.6
58293,"10,000 BC",Adventure|Romance|Thriller,tm700,MOVIE,A prehistoric epic that follows a young mammoth hunter's journey through uncharted territory to secure the future of his tribe.,2008,PG-13,109,"['action', 'drama', 'fantasy', 'history', 'thriller']","['US', 'ZA']",,tt0443649,5.1,130813.0,24.671,5.4
58803,21,Crime|Drama|Romance|Thriller,tm40009,MOVIE,"Ben Campbell is a young, highly intelligent, student at M.I.T. in Boston who strives to succeed. Wanting a scholarship to transfer to Harvard School of Medicine with the desire to become a doctor, Ben learns that he cannot afford the $300,000 for the four to five years of schooling as he comes from a poor, working-class background. But one evening, Ben is introduced by his unorthodox math professor Micky Rosa into a small but secretive club of five. Students Jill, Choi, Kianna, and Fisher, who are being trained by Professor Rosa of the skill of card counting at blackjack.",2008,PG-13,123,"['crime', 'drama', 'history', 'thriller']",['US'],,tt0478087,6.8,249016.0,27.013,6.7
58881,Dark Matter,Drama,ts35253,SHOW,"The six-person crew of a derelict spaceship awakens from stasis in the farthest reaches of space. Their memories wiped clean, they have no recollection of who they are or how they got on board. The only clue to their identities is a cargo bay full of weaponry and a destination: a remote mining colony that is about to become a war zone. With no idea whose side they are on, they face a deadly decision. Will these amnesiacs turn their backs on history, or will their pasts catch up with them?",2015,TV-14,43,"['scifi', 'thriller', 'drama', 'action']",['CA'],3.0,tt4159076,7.5,42177.0,19.743,6.7
59154,Black Friday,Crime|Drama|Horror|Sci-Fi,tm86051,MOVIE,"Bombs tear through Bombay, wreaking havoc and polarising the citizens. With perpetrators at large, the state launches a massive drive to unmask the truth behind these events.",2004,R,161,"['crime', 'history', 'action', 'drama']",['IN'],,tt0400234,8.4,20768.0,5.753,7.4
133699,Black Friday,Crime|Drama|Thriller,tm86051,MOVIE,"Bombs tear through Bombay, wreaking havoc and polarising the citizens. With perpetrators at large, the state launches a massive drive to unmask the truth behind these events.",2004,R,161,"['crime', 'history', 'action', 'drama']",['IN'],,tt0400234,8.4,20768.0,5.753,7.4
60072,Wanted,Action|Thriller,tm42877,MOVIE,"Doormat Wesley Gibson discovers that his recently murdered father - who Wesley never knew - belonged to a secret guild of assassins. After a leather-clad sexpot drafts Wesley into the society, he hones his innate killing skills and turns avenger.",2008,R,110,"['action', 'thriller', 'crime', 'fantasy']","['DE', 'US']",,tt0493464,6.7,384995.0,33.101,6.5
60072,Wanted,Action|Thriller,ts42655,SHOW,"Two complete strangers, Lola and Chelsea, intervene in a fatal carjacking while waiting at a suburban bus stop, and are subsequently thrust into a chase from authorities across Australia with a vehicle filled with cash. The strangers must rely solely on each other while on the run.",2016,TV-14,45,"['crime', 'drama', 'action']",['AU'],3.0,tt5193358,7.6,5920.0,12.755,7.2
71460,Wanted,Action|Romance,tm42877,MOVIE,"Doormat Wesley Gibson discovers that his recently murdered father - who Wesley never knew - belonged to a secret guild of assassins. After a leather-clad sexpot drafts Wesley into the society, he hones his innate killing skills and turns avenger.",2008,R,110,"['action', 'thriller', 'crime', 'fantasy']","['DE', 'US']",,tt0493464,6.7,384995.0,33.101,6.5
71460,Wanted,Action|Romance,ts42655,SHOW,"Two complete strangers, Lola and Chelsea, intervene in a fatal carjacking while waiting at a suburban bus stop, and are subsequently thrust into a chase from authorities across Australia with a vehicle filled with cash. The strangers must rely solely on each other while on the run.",2016,TV-14,45,"['crime', 'drama', 'action']",['AU'],3.0,tt5193358,7.6,5920.0,12.755,7.2
151420,Wanted,(no genres listed),tm42877,MOVIE,"Doormat Wesley Gibson discovers that his recently murdered father - who Wesley never knew - belonged to a secret guild of assassins. After a leather-clad sexpot drafts Wesley into the society, he hones his innate killing skills and turns avenger.",2008,R,110,"['action', 'thriller', 'crime', 'fantasy']","['DE', 'US']",,tt0493464,6.7,384995.0,33.101,6.5
151420,Wanted,(no genres listed),ts42655,SHOW,"Two complete strangers, Lola and Chelsea, intervene in a fatal carjacking while waiting at a suburban bus stop, and are subsequently thrust into a chase from authorities across Australia with a vehicle filled with cash. The strangers must rely solely on each other while on the run.",2016,TV-14,45,"['crime', 'drama', 'action']",['AU'],3.0,tt5193358,7.6,5920.0,12.755,7.2
60074,Hancock,Action|Adventure|Comedy|Crime|Fantasy,tm30603,MOVIE,"Hancock is a down-and-out superhero who's forced to employ a PR expert to help repair his image when the public grows weary of all the damage he's inflicted during his lifesaving heroics. The agent's idea of imprisoning the antihero to make the world miss him proves successful, but will Hancock stick to his new sense of purpose or slip back into old habits?",2008,PG-13,92,"['fantasy', 'action', 'crime', 'drama']",['US'],,tt0448157,6.4,476593.0,121.985,6.33
60126,Get Smart,Action|Comedy,tm45454,MOVIE,"When the identities of secret agents from Control are compromised, the Chief promotes hapless but eager analyst Maxwell Smart and teams him with stylish, capable Agent 99, the only spy whose cover remains intact. Can they work together to thwart the evil plans of KAOS and its crafty operative?",2008,PG-13,110,"['comedy', 'thriller', 'action']",['US'],,tt0425061,6.5,216695.0,22.421,6.2
60609,Death Note,Adventure|Crime|Drama|Horror|Mystery,tm217228,MOVIE,"A young man comes to possess a supernatural notebook, the Death Note, that grants him the power to kill any person simply by writing down their name on the pages. He then decides to use the notebook to kill criminals and change the world, but an enigmatic detective attempts to track him down and end his reign of terror.",2017,NC-17,101,"['horror', 'thriller', 'crime', 'fantasy', 'drama', 'action']",['US'],,tt1241317,4.5,84119.0,22.306,4.2
175485,Death Note,Horror|Thriller,tm217228,MOVIE,"A young man comes to possess a supernatural notebook, the Death Note, that grants him the power to kill any person simply by writing down their name on the pages. He then decides to use the notebook to kill criminals and change the world, but an enigmatic detective attempts to track him down and end his reign of terror.",2017,NC-17,101,"['horror', 'thriller', 'crime', 'fantasy', 'drama', 'action']",['US'],,tt1241317,4.5,84119.0,22.306,4.2
60688,Conspiracy,Action|Drama|Mystery|Thriller|War,ts37896,SHOW,"Skeptics and others discuss widely held conspiracy theories involving aliens, government cover-ups, secret assassinations and other intrigues.",2015,TV-14,43,"['history', 'documentation', 'european']",['GB'],1.0,tt4761054,6.2,379.0,2.421,5.8
116241,Conspiracy,Mystery,ts37896,SHOW,"Skeptics and others discuss widely held conspiracy theories involving aliens, government cover-ups, secret assassinations and other intrigues.",2015,TV-14,43,"['history', 'documentation', 'european']",['GB'],1.0,tt4761054,6.2,379.0,2.421,5.8
62235,Red,Drama|Thriller,tm859256,MOVIE,"When civil engineer Siddharth is arrested for a murder on the basis of a pictorial evidence, cops discover his lookalike Aditya and realize they have only 48 hours to solve the case.",2021,,146,"['thriller', 'crime', 'drama']",['IN'],,,,,4.828,7.8
81229,Red,Action|Comedy,tm859256,MOVIE,"When civil engineer Siddharth is arrested for a murder on the basis of a pictorial evidence, cops discover his lookalike Aditya and realize they have only 48 hours to solve the case.",2021,,146,"['thriller', 'crime', 'drama']",['IN'],,,,,4.828,7.8
63113,Quantum of Solace,Action|Adventure|Thriller,tm26897,MOVIE,"Quantum of Solace continues the adventures of James Bond after Casino Royale. Betrayed by Vesper, the woman he loved, 007 fights the urge to make his latest mission personal. Pursuing his determination to uncover the truth, Bond and M interrogate Mr. White, who reveals that the organization that blackmailed Vesper is far more complex and dangerous than anyone had imagined.",2008,PG-13,106,"['thriller', 'action']","['GB', 'US']",,tt0830515,6.6,444241.0,31.298,6.304
64280,Hospital,Documentary,tm972010,MOVIE,"In an abandoned hospital in Tainan, a group of people came to try to communicate with the souls of their loved ones, only to be haunted by ominous supernatural phenomena.",2020,,89,"['horror', 'thriller']",['TW'],,tt14288764,3.1,383.0,8.015,6.0
64754,Love,Crime|Drama|Thriller,ts38511,SHOW,Rebellious Mickey and good-natured Gus navigate the thrills and agonies of modern relationships.,2016,TV-MA,32,"['comedy', 'drama', 'romance']",['US'],3.0,tt4061080,7.7,42357.0,26.397,7.3
64754,Love,Crime|Drama|Thriller,tm946277,MOVIE,The story of a family and the various situations navigated by a husband and wife.,2020,,91,"['thriller', 'drama']",['IN'],,tt12573294,7.0,1544.0,2.055,5.9
103721,Love,Drama|Sci-Fi,ts38511,SHOW,Rebellious Mickey and good-natured Gus navigate the thrills and agonies of modern relationships.,2016,TV-MA,32,"['comedy', 'drama', 'romance']",['US'],3.0,tt4061080,7.7,42357.0,26.397,7.3
103721,Love,Drama|Sci-Fi,tm946277,MOVIE,The story of a family and the various situations navigated by a husband and wife.,2020,,91,"['thriller', 'drama']",['IN'],,tt12573294,7.0,1544.0,2.055,5.9
123585,Love,Drama|Romance,ts38511,SHOW,Rebellious Mickey and good-natured Gus navigate the thrills and agonies of modern relationships.,2016,TV-MA,32,"['comedy', 'drama', 'romance']",['US'],3.0,tt4061080,7.7,42357.0,26.397,7.3
123585,Love,Drama|Romance,tm946277,MOVIE,The story of a family and the various situations navigated by a husband and wife.,2020,,91,"['thriller', 'drama']",['IN'],,tt12573294,7.0,1544.0,2.055,5.9
140162,Love,Drama|Romance,ts38511,SHOW,Rebellious Mickey and good-natured Gus navigate the thrills and agonies of modern relationships.,2016,TV-MA,32,"['comedy', 'drama', 'romance']",['US'],3.0,tt4061080,7.7,42357.0,26.397,7.3
140162,Love,Drama|Romance,tm946277,MOVIE,The story of a family and the various situations navigated by a husband and wife.,2020,,91,"['thriller', 'drama']",['IN'],,tt12573294,7.0,1544.0,2.055,5.9
175951,Love,Drama,ts38511,SHOW,Rebellious Mickey and good-natured Gus navigate the thrills and agonies of modern relationships.,2016,TV-MA,32,"['comedy', 'drama', 'romance']",['US'],3.0,tt4061080,7.7,42357.0,26.397,7.3
175951,Love,Drama,tm946277,MOVIE,The story of a family and the various situations navigated by a husband and wife.,2020,,91,"['thriller', 'drama']",['IN'],,tt12573294,7.0,1544.0,2.055,5.9
65435,Open Season 2,Adventure|Animation|Children|Comedy,tm53999,MOVIE,"After falling head over hooves in love with Giselle, Elliot's road to the altar takes a slight detour when Mr. Weenie is kidnapped by a group of pampered pets determined to return him to his owners.",2008,PG,76,['comedy'],['US'],,,,,18.558,5.8
65514,Ip Man,Action|Drama|War,tm30205,MOVIE,"A semi-biographical account of Yip Man, the first martial arts master to teach the Chinese martial art of Wing Chun. The film focuses on events surrounding Ip that took place in the city of Foshan between the 1930s to 1940s during the Second Sino-Japanese War. Directed by Wilson Yip, the film stars Donnie Yen in the lead role, and features fight choreography by Sammo Hung.",2008,R,106,"['drama', 'fantasy', 'comedy', 'history', 'action']",['HK'],,tt1220719,8.0,222372.0,21.074,7.7
65907,Game Over,Crime|Drama|Thriller,tm495609,MOVIE,A nyctophobic woman has to fight her inner demons to stay alive in the game called life.,2019,,102,"['drama', 'thriller', 'horror', 'scifi']",['IN'],,tt7360648,7.0,7402.0,3.286,6.3
169410,Game Over,Drama,tm495609,MOVIE,A nyctophobic woman has to fight her inner demons to stay alive in the game called life.,2019,,102,"['drama', 'thriller', 'horror', 'scifi']",['IN'],,tt7360648,7.0,7402.0,3.286,6.3
65909,Maria,Drama,tm465427,MOVIE,"When a former BlackRose cartel assassin deliberately betrays them by refusing to complete her mission, the cartel orders her execution. Unbeknownst to them, she fakes her own death and is able to create a new life of her own. When the cartel discovers she is alive, the hunter becomes the hunted as she fights to get revenge on those who took her new life away from her.",2019,,89,"['action', 'crime', 'drama', 'thriller']",['PH'],,tt7594584,5.0,2065.0,9.293,6.3
65982,Outlander,Action|Adventure|Sci-Fi,ts20837,SHOW,"The story of Claire Randall, a married combat nurse from 1945 who is mysteriously swept back in time to 1743, where she is immediately thrown into an unknown world where her life is threatened. When she is forced to marry Jamie, a chivalrous and romantic young Scottish warrior, a passionate affair is ignited that tears Claire's heart between two vastly different men in two irreconcilable lives.",2014,TV-MA,60,"['scifi', 'romance', 'drama', 'fantasy']",['US'],6.0,tt3006802,8.4,156114.0,101.42,8.2
66130,Chocolate,Action|Drama,ts222609,SHOW,"Brought together by meaningful meals in the past and present, a doctor and a chef are reacquainted when they begin working at a hospice ward.",2019,,55,['drama'],['KR'],1.0,tt12263402,,,6.901,7.3
201292,Chocolate,Horror,ts222609,SHOW,"Brought together by meaningful meals in the past and present, a doctor and a chef are reacquainted when they begin working at a hospice ward.",2019,,55,['drama'],['KR'],1.0,tt12263402,,,6.901,7.3
67702,Private Lives,Comedy|Drama,ts252166,SHOW,"In a world where data is no longer private, con artists uncover a sinister surveillance scheme headed by the government and a greedy corporation.",2020,,67,"['crime', 'thriller', 'drama', 'action', 'comedy', 'romance']",['KR'],1.0,tt12560270,6.6,620.0,8.209,6.4
67900,Broken,Horror|Thriller,ts223077,SHOW,This investigative docuseries shows how negligence and deceit in the production and marketing of popular consumer items can result in dire outcomes.,2019,,60,['documentation'],['US'],1.0,,,,2.361,7.3
96373,Broken,Drama,ts223077,SHOW,This investigative docuseries shows how negligence and deceit in the production and marketing of popular consumer items can result in dire outcomes.,2019,,60,['documentation'],['US'],1.0,,,,2.361,7.3
144510,Broken,Drama|Mystery|Thriller,ts223077,SHOW,This investigative docuseries shows how negligence and deceit in the production and marketing of popular consumer items can result in dire outcomes.,2019,,60,['documentation'],['US'],1.0,,,,2.361,7.3
184939,Broken,Crime|Drama,ts223077,SHOW,This investigative docuseries shows how negligence and deceit in the production and marketing of popular consumer items can result in dire outcomes.,2019,,60,['documentation'],['US'],1.0,,,,2.361,7.3
190271,Broken,Drama|Thriller,ts223077,SHOW,This investigative docuseries shows how negligence and deceit in the production and marketing of popular consumer items can result in dire outcomes.,2019,,60,['documentation'],['US'],1.0,,,,2.361,7.3
68259,Aamir,Drama|Thriller,tm49865,MOVIE,A doctor of Indian origin returning to Mumbai from London is forced to participate in a terrorist plot.,2008,NC-17,96,"['thriller', 'crime', 'drama', 'action']",['IN'],,tt1241195,7.6,11290.0,4.053,6.9
69136,Don,Action|Comedy|Crime|Drama|Musical|Thriller,tm30170,MOVIE,"DCP DeSilva sees a way to bring to justice the feared head of a criminal empire by recruiting a man named Vijay, who looks exactly like the crime boss. The ruse works too well, and soon Vijay finds his life in danger when DeSilva, the only one who knows his true identity, dies.",2006,PG-13,167,"['thriller', 'crime', 'action', 'european']",['IN'],,tt0461936,7.1,37131.0,8.892,7.1
69136,Don,Action|Comedy|Crime|Drama|Musical|Thriller,tm1132325,MOVIE,A youngster who is still figuring out what his passion is gets into an engineering college where he clashes with a disciplinarian faculty.,2022,,164,"['romance', 'comedy', 'drama', 'action']",['IN'],,tt10709484,7.0,6667.0,2.708,7.1
101640,Don,Action|Crime|Musical,tm30170,MOVIE,"DCP DeSilva sees a way to bring to justice the feared head of a criminal empire by recruiting a man named Vijay, who looks exactly like the crime boss. The ruse works too well, and soon Vijay finds his life in danger when DeSilva, the only one who knows his true identity, dies.",2006,PG-13,167,"['thriller', 'crime', 'action', 'european']",['IN'],,tt0461936,7.1,37131.0,8.892,7.1
101640,Don,Action|Crime|Musical,tm1132325,MOVIE,A youngster who is still figuring out what his passion is gets into an engineering college where he clashes with a disciplinarian faculty.,2022,,164,"['romance', 'comedy', 'drama', 'action']",['IN'],,tt10709484,7.0,6667.0,2.708,7.1
69187,Billu,Comedy|Drama|Musical,tm156575,MOVIE,"When a famous Bollywood actor visits a small village for a film's shoot, a lowly hairdressers claim that they were once childhood friends soon makes him the centre of attention.",2009,PG,137,"['drama', 'comedy']",['IN'],,tt1230448,6.3,11884.0,7.028,6.5
69251,Special,Drama|Fantasy,ts88721,SHOW,A gay man with mild cerebral palsy decides to rewrite his identity as an accident victim and finally go after the life he wants.,2019,TV-MA,22,"['comedy', 'drama']",['US'],2.0,tt9381622,7.6,9434.0,6.88,6.7
69529,Home,Documentary,tm132273,MOVIE,"When Earth is taken over by the overly-confident Boov, an alien race in search of a new place to call home, all humans are promptly relocated, while all Boov get busy reorganizing the planet. But when one resourceful girl, Tip, manages to avoid capture, she finds herself the accidental accomplice of a banished Boov named Oh. The two fugitives realize there’s a lot more at stake than intergalactic relations as they embark on the road trip of a lifetime.",2015,PG,94,"['family', 'fantasy', 'comedy', 'animation', 'scifi']",['US'],,tt2224026,6.6,101975.0,50.179,6.8
79254,Home,Drama,tm132273,MOVIE,"When Earth is taken over by the overly-confident Boov, an alien race in search of a new place to call home, all humans are promptly relocated, while all Boov get busy reorganizing the planet. But when one resourceful girl, Tip, manages to avoid capture, she finds herself the accidental accomplice of a banished Boov named Oh. The two fugitives realize there’s a lot more at stake than intergalactic relations as they embark on the road trip of a lifetime.",2015,PG,94,"['family', 'fantasy', 'comedy', 'animation', 'scifi']",['US'],,tt2224026,6.6,101975.0,50.179,6.8
130520,Home,Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,tm132273,MOVIE,"When Earth is taken over by the overly-confident Boov, an alien race in search of a new place to call home, all humans are promptly relocated, while all Boov get busy reorganizing the planet. But when one resourceful girl, Tip, manages to avoid capture, she finds herself the accidental accomplice of a banished Boov named Oh. The two fugitives realize there’s a lot more at stake than intergalactic relations as they embark on the road trip of a lifetime.",2015,PG,94,"['family', 'fantasy', 'comedy', 'animation', 'scifi']",['US'],,tt2224026,6.6,101975.0,50.179,6.8
143972,Home,(no genres listed),tm132273,MOVIE,"When Earth is taken over by the overly-confident Boov, an alien race in search of a new place to call home, all humans are promptly relocated, while all Boov get busy reorganizing the planet. But when one resourceful girl, Tip, manages to avoid capture, she finds herself the accidental accomplice of a banished Boov named Oh. The two fugitives realize there’s a lot more at stake than intergalactic relations as they embark on the road trip of a lifetime.",2015,PG,94,"['family', 'fantasy', 'comedy', 'animation', 'scifi']",['US'],,tt2224026,6.6,101975.0,50.179,6.8
143974,Home,Drama,tm132273,MOVIE,"When Earth is taken over by the overly-confident Boov, an alien race in search of a new place to call home, all humans are promptly relocated, while all Boov get busy reorganizing the planet. But when one resourceful girl, Tip, manages to avoid capture, she finds herself the accidental accomplice of a banished Boov named Oh. The two fugitives realize there’s a lot more at stake than intergalactic relations as they embark on the road trip of a lifetime.",2015,PG,94,"['family', 'fantasy', 'comedy', 'animation', 'scifi']",['US'],,tt2224026,6.6,101975.0,50.179,6.8
143976,Home,Drama|Romance,tm132273,MOVIE,"When Earth is taken over by the overly-confident Boov, an alien race in search of a new place to call home, all humans are promptly relocated, while all Boov get busy reorganizing the planet. But when one resourceful girl, Tip, manages to avoid capture, she finds herself the accidental accomplice of a banished Boov named Oh. The two fugitives realize there’s a lot more at stake than intergalactic relations as they embark on the road trip of a lifetime.",2015,PG,94,"['family', 'fantasy', 'comedy', 'animation', 'scifi']",['US'],,tt2224026,6.6,101975.0,50.179,6.8
143978,Home,Drama,tm132273,MOVIE,"When Earth is taken over by the overly-confident Boov, an alien race in search of a new place to call home, all humans are promptly relocated, while all Boov get busy reorganizing the planet. But when one resourceful girl, Tip, manages to avoid capture, she finds herself the accidental accomplice of a banished Boov named Oh. The two fugitives realize there’s a lot more at stake than intergalactic relations as they embark on the road trip of a lifetime.",2015,PG,94,"['family', 'fantasy', 'comedy', 'animation', 'scifi']",['US'],,tt2224026,6.6,101975.0,50.179,6.8
174693,Home,Children|Drama|Horror,tm132273,MOVIE,"When Earth is taken over by the overly-confident Boov, an alien race in search of a new place to call home, all humans are promptly relocated, while all Boov get busy reorganizing the planet. But when one resourceful girl, Tip, manages to avoid capture, she finds herself the accidental accomplice of a banished Boov named Oh. The two fugitives realize there’s a lot more at stake than intergalactic relations as they embark on the road trip of a lifetime.",2015,PG,94,"['family', 'fantasy', 'comedy', 'animation', 'scifi']",['US'],,tt2224026,6.6,101975.0,50.179,6.8
199556,Home,Drama,tm132273,MOVIE,"When Earth is taken over by the overly-confident Boov, an alien race in search of a new place to call home, all humans are promptly relocated, while all Boov get busy reorganizing the planet. But when one resourceful girl, Tip, manages to avoid capture, she finds herself the accidental accomplice of a banished Boov named Oh. The two fugitives realize there’s a lot more at stake than intergalactic relations as they embark on the road trip of a lifetime.",2015,PG,94,"['family', 'fantasy', 'comedy', 'animation', 'scifi']",['US'],,tt2224026,6.6,101975.0,50.179,6.8
69611,Hustle,Crime|Drama|Mystery|Thriller,tm1126268,MOVIE,A basketball scout discovers a phenomenal street ball player while in Spain and sees the prospect as his opportunity to get back into the NBA.,2022,R,117,"['drama', 'sport', 'comedy']",['US'],,tt8009428,7.4,89770.0,746.928,7.9
69640,Public Enemies,Crime|Drama|Thriller,tm131038,MOVIE,"Depression-era bank robber John Dillinger's charm and audacity endear him to much of America's downtrodden public, but he's also a thorn in the side of J. Edgar Hoover and the fledgling FBI. Desperate to capture the elusive outlaw, Hoover makes Dillinger his first Public Enemy Number One and assigns his top agent, Melvin Purvis, the task of bringing him in dead or alive.",2009,R,140,"['action', 'crime', 'drama', 'history', 'european']","['US', 'JP']",,tt1152836,7.0,300773.0,85.039,6.7
149936,Public Enemies,(no genres listed),tm131038,MOVIE,"Depression-era bank robber John Dillinger's charm and audacity endear him to much of America's downtrodden public, but he's also a thorn in the side of J. Edgar Hoover and the fledgling FBI. Desperate to capture the elusive outlaw, Hoover makes Dillinger his first Public Enemy Number One and assigns his top agent, Melvin Purvis, the task of bringing him in dead or alive.",2009,R,140,"['action', 'crime', 'drama', 'history', 'european']","['US', 'JP']",,tt1152836,7.0,300773.0,85.039,6.7
149938,Public Enemies,Crime,tm131038,MOVIE,"Depression-era bank robber John Dillinger's charm and audacity endear him to much of America's downtrodden public, but he's also a thorn in the side of J. Edgar Hoover and the fledgling FBI. Desperate to capture the elusive outlaw, Hoover makes Dillinger his first Public Enemy Number One and assigns his top agent, Melvin Purvis, the task of bringing him in dead or alive.",2009,R,140,"['action', 'crime', 'drama', 'history', 'european']","['US', 'JP']",,tt1152836,7.0,300773.0,85.039,6.7
69934,My Sassy Girl,Comedy|Drama|Romance,ts56636,SHOW,"Set in the Joseon Dynasty period, a romance takes place between cold-hearted Gyun-Woo and Princess Hyemyung who causes troubles.",2017,TV-14,44,"['comedy', 'romance']",['KR'],1.0,tt6175760,6.8,597.0,6.648,7.3
71264,Cloudy with a Chance of Meatballs,Animation|Children|Fantasy|IMAX,tm150260,MOVIE,"Inventor Flint Lockwood creates a machine that makes clouds rain food, enabling the down-and-out citizens of Chewandswallow to feed themselves. But when the falling food reaches gargantuan proportions, Flint must scramble to avert disaster. Can he regain control of the machine and put an end to the wild weather before the town is destroyed?",2009,PG,90,"['animation', 'comedy', 'family', 'fantasy', 'scifi', 'romance', 'drama']",['US'],,tt0844471,6.9,229274.0,58.945,6.6
71264,Cloudy with a Chance of Meatballs,Animation|Children|Fantasy|IMAX,ts56201,SHOW,"The series is a prequel, featuring the high school years of Flint Lockwood, the eccentric young scientist in the films. In his adventures, he will be joined by Sam Sparks, a new girl in town and the school's ""wannabe"" reporter, along with Flint's dad Tim, Steve the Monkey, Manny as the head of the school's audiovisual club, Earl as a school gym teacher, Brent as a baby wear model, and Mayor Shelbourne, who wins every election on the pro-sardine platform.",2017,TV-Y7,11,"['action', 'fantasy', 'scifi', 'animation', 'comedy', 'family']",['CA'],2.0,tt7584168,3.4,750.0,8.75,5.6
71688,Jab We Met,Comedy|Drama|Romance,tm76835,MOVIE,A depressed wealthy businessman and a spunky and care-free young woman embark on an unexpected journey that changes their lives.,2007,PG-13,144,"['romance', 'comedy', 'drama']",['IN'],,tt1093370,7.9,52531.0,8.69,7.4
71865,Rich in Love,Drama,tm884581,MOVIE,"Working incognito at his rich dad's company to test his own merits, Teto falls for Paula and tells her he grew up poor, a lie that spins out of control.",2020,,104,"['comedy', 'romance', 'music']",['BR'],,tt10329566,6.0,2687.0,15.16,7.8
72605,Brothers,Drama|Thriller|War,tm201365,MOVIE,"David and Monty, estranged half-brothers, train in mixed martial arts to earn a livelihood. However, things change when the two are forced to compete against each other in the final tournament.",2015,PG-13,156,"['family', 'action', 'drama', 'sport']",['IN'],,tt3802576,6.4,13003.0,5.554,6.6
112570,Brothers,Drama,tm201365,MOVIE,"David and Monty, estranged half-brothers, train in mixed martial arts to earn a livelihood. However, things change when the two are forced to compete against each other in the final tournament.",2015,PG-13,156,"['family', 'action', 'drama', 'sport']",['IN'],,tt3802576,6.4,13003.0,5.554,6.6
141120,Brothers,Action|Children|Drama,tm201365,MOVIE,"David and Monty, estranged half-brothers, train in mixed martial arts to earn a livelihood. However, things change when the two are forced to compete against each other in the final tournament.",2015,PG-13,156,"['family', 'action', 'drama', 'sport']",['IN'],,tt3802576,6.4,13003.0,5.554,6.6
72919,Did You Hear About the Morgans?,Comedy|Crime|Drama|Romance,tm130574,MOVIE,"In New York City, an estranged couple who witness a murder are relocated to small-town Wyoming as part of a witness-protection program.",2009,PG-13,103,"['comedy', 'drama', 'romance']",['US'],,tt1314228,4.9,40551.0,12.459,5.4
73017,Sherlock Holmes,Action|Crime|Mystery|Thriller,tm154187,MOVIE,Eccentric consulting detective Sherlock Holmes and Doctor John Watson battle to bring down a new nemesis and unravel a deadly plot that could destroy England.,2009,PG-13,129,"['crime', 'thriller', 'action']","['AU', 'DE', 'GB', 'US']",,tt0988045,7.6,625708.0,43.297,7.2
139873,Sherlock Holmes,Drama|Mystery|Thriller,tm154187,MOVIE,Eccentric consulting detective Sherlock Holmes and Doctor John Watson battle to bring down a new nemesis and unravel a deadly plot that could destroy England.,2009,PG-13,129,"['crime', 'thriller', 'action']","['AU', 'DE', 'GB', 'US']",,tt0988045,7.6,625708.0,43.297,7.2
148638,Sherlock Holmes,Drama|Mystery,tm154187,MOVIE,Eccentric consulting detective Sherlock Holmes and Doctor John Watson battle to bring down a new nemesis and unravel a deadly plot that could destroy England.,2009,PG-13,129,"['crime', 'thriller', 'action']","['AU', 'DE', 'GB', 'US']",,tt0988045,7.6,625708.0,43.297,7.2
188911,Sherlock Holmes,Drama|Mystery,tm154187,MOVIE,Eccentric consulting detective Sherlock Holmes and Doctor John Watson battle to bring down a new nemesis and unravel a deadly plot that could destroy England.,2009,PG-13,129,"['crime', 'thriller', 'action']","['AU', 'DE', 'GB', 'US']",,tt0988045,7.6,625708.0,43.297,7.2
