movieId,title,genres,titles,year,AVERAGE_RATING,RATINGS_CNT
150316,Ich und Kaminski (2015),Drama,Ich und Kaminski,2015,2.78,9
80074,Something Like Happiness (Stestí) (2005),Comedy|Drama,Something Like Happiness,Stestí) (2005,3.63,8
135242,On the Way to School (2013),Documentary,On the Way to School,2013,3.35,13
190885,"Numb, at the Edge of the End (2018)",Action|Drama|Sci-Fi|Thriller,"Numb, at the Edge of the End",2018,1.2,5
139819,Hollywoo (2011),Comedy,Hollywoo,2011,2.25,8
153518,Classroom 6 (2014),Horror,Classroom 6,2014,2.25,6
177173,The Night Shift (2017),(no genres listed),The Night Shift,2017,0.75,2
194931,The Dark (2018),Horror,The Dark,2018,3.25,14
120274,America: Imagine the World Without Her (2014),Documentary,America: Imagine the World Without Her,2014,2.19,13
194100,Ederlezi Rising (2018),Sci-Fi,Ederlezi Rising,2018,2.57,15
103972,"Last Days, The (Últimos días, Los) (2013)",Adventure|Sci-Fi|Thriller,"Last Days, The","Últimos días, Los) (2013",3.08,52
203184,Project Ithaca (2019),Sci-Fi|Thriller,Project Ithaca,2019,1.17,6
168972,To Stay Alive - A Method (2016),(no genres listed),To Stay Alive - A Method,2016,2.88,4
109323,Are All Men Pedophiles (2013),Documentary,Are All Men Pedophiles,2013,3.25,16
167422,Bright Night (2015),Mystery,Bright Night,2015,2.67,6
197085,Ladies First (2017),Documentary,Ladies First,2017,3.0,1
207596,In This Gray Place (2019),Drama|Romance|Thriller,In This Gray Place,2019,2.0,1
188215,Filmworker (2017),Documentary,Filmworker,2017,3.66,28
202489,Wings of Life (2011),Documentary,Wings of Life,2011,2.0,2
205082,Invader ZIM: Enter the Florpus (2019),Animation|Children|Comedy|Sci-Fi,Invader ZIM: Enter the Florpus,2019,3.29,21
142877,The Quiet Hour (2015),Drama|Sci-Fi|Thriller,The Quiet Hour,2015,1.75,2
91500,The Hunger Games (2012),Action|Adventure|Drama|Sci-Fi|Thriller,The Hunger Games,2012,3.52,13741
122920,Captain America: Civil War (2016),Action|Sci-Fi|Thriller,Captain America: Civil War,2016,3.72,6302
92259,Intouchables (2011),Comedy|Drama,Intouchables,2011,4.12,12745
85774,Senna (2010),Documentary,Senna,2010,3.96,1634
114662,American Sniper (2014),Action|War,American Sniper,2014,3.48,4241
195921,The Mule (2018),Crime|Drama|Thriller,The Mule,2018,3.41,313
74946,She's Out of My League (2010),Comedy,She's Out of My League,2010,3.25,1280
86059,Hop (2011),Animation|Children|Comedy,Hop,2011,2.7,235
96616,That's My Boy (2012),Comedy,That's My Boy,2012,2.64,388
171491,Unlocked (2017),Action|Thriller,Unlocked,2017,3.28,87
118930,Bill Burr: I'm Sorry You Feel That Way (2014),Comedy,Bill Burr: I'm Sorry You Feel That Way,2014,3.98,243
78332,"Beautiful Person, The (La belle personne) (2008)",Drama|Romance,"Beautiful Person, The",La belle personne) (2008,3.72,50
96415,Doomsday Book (2012),Comedy|Drama|Horror|Sci-Fi,Doomsday Book,2012,3.23,45
101741,Trance (2013),Crime|Thriller,Trance,2013,3.32,683
114074,The Skeleton Twins (2014),Drama,The Skeleton Twins,2014,3.37,398
116503,The Possession of Michael King (2014),Horror,The Possession of Michael King,2014,3.03,52
124867,Justice League: Throne of Atlantis (2015),Action|Animation,Justice League: Throne of Atlantis,2015,3.23,140
165119,Mascots (2016),Comedy,Mascots,2016,2.99,97
188623,Burning (2018),Drama|Mystery,Burning,2018,3.76,251
94675,Three Steps Above Heaven (2010),Drama|Romance,Three Steps Above Heaven,2010,3.06,57
177787,Chappaquiddick (2017),Drama|Thriller,Chappaquiddick,2017,3.28,79
140946,The PyraMMMid (2011),Crime|Drama,The PyraMMMid,2011,3.43,22
139417,Tale of Tales (2015),Fantasy,Tale of Tales,2015,3.28,170
113394,"Pretty One, The (2013)",Comedy|Drama,"Pretty One, The",2013,3.25,61
80086,Retribution (Sakebi) (2006),Horror|Mystery|Thriller,Retribution,Sakebi) (2006,2.5,18
155366,Monster High: Great Scarrier Reef (2016),Animation|Children,Monster High: Great Scarrier Reef,2016,1.86,11
169714,Donald Cried (2016),Comedy|Drama,Donald Cried,2016,3.83,6
123165,Mongolian Death Worm (2010),Horror|Sci-Fi,Mongolian Death Worm,2010,1.67,6
186251,God's Not Dead: A Light in Darkness (2018),Drama,God's Not Dead: A Light in Darkness,2018,2.08,20
190309,Re Loca (2018),Comedy,Re Loca,2018,3.4,5
201729,Ma (2019),Horror|Thriller,Ma,2019,2.83,44
162302,Worry Dolls (2015),Horror|Thriller,Worry Dolls,2015,2.41,11
173007,Blame! (2017),Action|Animation|Drama|Horror|Sci-Fi,Blame!,2017,3.32,67
203697,Holy Lands (2019),Drama,Holy Lands,2019,2.33,3
97692,We Are Legion: The Story of the Hacktivists (2012),Documentary,We Are Legion: The Story of the Hacktivists,2012,3.41,81
172809,Paris Can Wait (2017),Romance,Paris Can Wait,2017,3.15,24
93022,Miss Nobody (2010),Comedy|Crime,Miss Nobody,2010,3.5,20
138558,Skew (2011),Horror|Mystery|Thriller,Skew,2011,2.11,9
80135,Kisses (Kuchizuke) (1957),Drama|Romance,Kisses,Kuchizuke) (1957,2.5,6
135699,Grace Stirs Up Success (2015),Children,Grace Stirs Up Success,2015,2.38,4
208515,The Pining (2019),Horror,The Pining,2019,1.0,1
135188,Sebbe (2010),Drama,Sebbe,2010,2.83,6
200986,Super Deluxe (2019),Drama|Thriller,Super Deluxe,2019,2.4,5
206399,For Sama (2019),Documentary,For Sama,2019,3.75,4
117574,The Incite Mill - 7 Day Death Game (2010),Horror|Mystery|Thriller,The Incite Mill - 7 Day Death Game,2010,3.0,4
134130,The Martian (2015),Adventure|Drama|Sci-Fi,The Martian,2015,4.03,16489
88356,"Smurfs, The (2011)",Animation|Children|Comedy,"Smurfs, The",2011,2.43,556
95720,"Watch, The (2012)",Comedy|Sci-Fi,"Watch, The",2012,2.78,739
111375,Walk of Shame (2014),Comedy,Walk of Shame,2014,2.98,252
121235,The Anomaly (2014),Action|Sci-Fi|Thriller,The Anomaly,2014,2.64,52
141487,Blades of Blood (2010),Action|Drama,Blades of Blood,2010,3.64,11
144444,Midnight FM (2010),Crime|Mystery|Thriller,Midnight FM,2010,3.68,17
142536,Burnt (2015),Drama,Burnt,2015,3.33,500
111251,"Immigrant, The (2013)",Drama|Romance,"Immigrant, The",2013,3.37,155
116839,Gett: The Trial of Viviane Amsalem (2014),Drama,Gett: The Trial of Viviane Amsalem,2014,3.75,57
163512,Aquarius (2016),Drama,Aquarius,2016,3.66,84
193697,High Life (2018),Drama|Horror|Mystery|Sci-Fi,High Life,2018,3.11,110
164981,Allied (2016),Action|Drama|Romance|Thriller|War,Allied,2016,3.5,587
186585,Gogol. Viy (2018),(no genres listed),Gogol. Viy,2018,3.4,15
167634,Fist Fight (2017),Comedy,Fist Fight,2017,2.86,182
183765,How to Use Guys with Secret Tips (2013),Comedy|Romance,How to Use Guys with Secret Tips,2013,3.1,5
155625,Under the Shadow (2016),Horror|Thriller,Under the Shadow,2016,3.49,149
188857,They (2018),Drama,They,2018,1.93,7
177095,Hindi Medium (2017),Comedy|Drama,Hindi Medium,2017,3.72,18
105943,Bridegroom (2013),Documentary,Bridegroom,2013,3.91,33
112245,"Dirties, The (2013)",Drama,"Dirties, The",2013,3.63,42
190945,The Package (2018),Comedy,The Package,2018,2.73,45
151313,Norm of the North (2016),Adventure|Animation|Children|Comedy,Norm of the North,2016,1.46,38
116155,Still Life (2013),Drama,Still Life,2013,3.54,36
146902,Condemned (2015),Horror,Condemned,2015,2.23,15
170815,Unforgettable (2017),Thriller,Unforgettable,2017,2.71,45
150268,Dilwale (2015),Action|Children|Comedy|Crime|Drama|Romance,Dilwale,2015,2.54,26
154081,"Dear Guest, When Will You Leave? (2010)",Comedy,"Dear Guest, When Will You Leave?",2010,2.86,14
154828,Hate Story 3 (2015),Thriller,Hate Story 3,2015,1.38,4
146726,A Nanny for Christmas (2010),Children|Comedy,A Nanny for Christmas,2010,4.0,2
97779,Steve Jobs: The Lost Interview (2012),Documentary,Steve Jobs: The Lost Interview,2012,3.4,52
183891,Dear Basketball (2017),Animation|Documentary|Drama,Dear Basketball,2017,3.0,22
205275,Camp wedding (2019),Comedy|Horror|Mystery,Camp wedding,2019,1.17,3
167756,Of Two Minds (2012),Documentary,Of Two Minds,2012,3.25,2
104350,Terms and Conditions May Apply (2013),Documentary,Terms and Conditions May Apply,2013,3.58,62
160652,Hide and Seek (2013),Thriller,Hide and Seek,2013,3.5,9
153836,Scenes from the Suburbs (2011),Drama|Romance,Scenes from the Suburbs,2011,3.58,12
176477,40-Love (2014),Drama,40-Love,2014,3.17,3
112807,Gunbuster (Top wo Narae) (1988),Action|Animation|Drama|Sci-Fi,Gunbuster,Top wo Narae) (1988,3.62,13
105504,Captain Phillips (2013),Adventure|Drama|Thriller|IMAX,Captain Phillips,2013,3.79,4744
168122,Raw (2017),Drama,Raw,2017,3.64,439
148956,How to Be Single (2016),Comedy|Romance,How to Be Single,2016,3.11,462
150254,The Devil's Candy (2015),Horror,The Devil's Candy,2015,3.12,109
91007,I Want to Be a Soldier (2011),Drama,I Want to Be a Soldier,2011,4.3,5
176601,Black Mirror,(no genres listed),Black Mirror,,4.26,456
95088,Safety Not Guaranteed (2012),Comedy|Drama,Safety Not Guaranteed,2012,3.58,1962
100401,21 tapaa pilata avioliitto (2013),Comedy|Romance,21 tapaa pilata avioliitto,2013,3.02,28
122902,Fantastic Four (2015),Action|Adventure|Fantasy|Sci-Fi,Fantastic Four,2015,2.2,1100
176935,Geostorm (2017),Action,Geostorm,2017,2.79,347
128626,The Golden Dream (2013),Drama,The Golden Dream,2013,3.63,20
127226,Stations of the Cross (2014),Drama,Stations of the Cross,2014,3.78,37
147988,A Man from Boulevard des Capucines (2010),Comedy,A Man from Boulevard des Capucines,2010,0.7,5
200300,Triple Threat (2019),Action|Thriller,Triple Threat,2019,2.57,21
98585,Hitchcock (2012),Drama,Hitchcock,2012,3.31,433
116539,Small Time (2014),Comedy|Drama,Small Time,2014,3.17,9
194783,"Ron White: If You Quit Listening, I'll Shut Up (2018)",Comedy,"Ron White: If You Quit Listening, I'll Shut Up",2018,3.63,15
129437,Ugly (2013),Mystery|Thriller,Ugly,2013,3.79,33
191113,Jim Jefferies: This Is Me Now (2018),Comedy,Jim Jefferies: This Is Me Now,2018,3.43,43
131850,Killing Jesus (2015),Drama,Killing Jesus,2015,2.68,14
97165,"Marshal of Finland, The (Suomen Marsalkka) (2012)",Drama|Romance,"Marshal of Finland, The",Suomen Marsalkka) (2012,1.58,6
129229,Northmen - A Viking Saga (2014),Action|Adventure,Northmen - A Viking Saga,2014,2.65,20
173515,Home Sweet Home (2013),Horror|Thriller,Home Sweet Home,2013,3.0,6
187957,Hari Kondabolu: Warn Your Relatives (2018),Comedy,Hari Kondabolu: Warn Your Relatives,2018,2.93,7
120769,Headfirst (2014),Drama,Headfirst,2014,3.17,9
163547,Equity (2016),Drama,Equity,2016,2.87,30
166015,The African Doctor (2016),Comedy|Drama,The African Doctor,2016,3.67,26
127154,The Mask You Live In (2015),Documentary,The Mask You Live In,2015,3.79,29
133119,Raised by Wolves (2014),Horror,Raised by Wolves,2014,1.86,7
183521,Don't Sleep (2017),Horror|Thriller,Don't Sleep,2017,2.0,2
126160,The Last Diamond (2014),Drama,The Last Diamond,2014,3.25,12
188671,Glossary of Broken Dreams (2018),Animation|Comedy|Documentary,Glossary of Broken Dreams,2018,2.67,3
125537,Print the Legend (2014),Documentary,Print the Legend,2014,3.74,37
189625,Dirty Computer (2018),Drama|Romance|Sci-Fi,Dirty Computer,2018,3.61,14
194983,Air Strike (2018),Action|Adventure|Drama|War,Air Strike,2018,2.06,9
206297,Incitement (2019),Drama,Incitement,2019,2.0,2
207439,Virus (2019),Drama|Thriller,Virus,2019,0.5,1
102744,Night at the Crossroads (La nuit du carrefour) (1932),Crime|Drama|Mystery,Night at the Crossroads,La nuit du carrefour) (1932,4.0,2
160986,The Demons (2015),Drama,The Demons,2015,3.06,9
115617,Big Hero 6 (2014),Action|Animation|Comedy,Big Hero 6,2014,3.88,10379
74450,Valentine's Day (2010),Comedy|Romance,Valentine's Day,2010,2.92,1092
161966,Elle (2016),Thriller,Elle,2016,3.46,404
180095,Wonder (2017),Drama,Wonder,2017,3.8,987
74452,"Wolfman, The (2010)",Horror|Thriller,"Wolfman, The",2010,2.65,631
176355,The Mountain Between Us (2017),Action|Adventure|Drama,The Mountain Between Us,2017,3.14,197
114342,Force Majeure (Turist) (2014),Drama,Force Majeure,Turist) (2014,3.73,401
116608,Dark House (2014),Horror|Thriller,Dark House,2014,2.08,18
141670,Shield of Straw (2013),Thriller,Shield of Straw,2013,3.38,13
197529,The Upside (2019),Comedy|Drama,The Upside,2019,3.66,129
189065,Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life (2018),Comedy,Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,2018,2.89,33
190085,How It Ends (2018),Action|Adventure|Mystery|Sci-Fi|Thriller,How It Ends,2018,2.63,103
115879,Toy Story Toons: Small Fry (2011),Adventure|Animation|Children|Comedy|Fantasy,Toy Story Toons: Small Fry,2011,3.09,76
90359,Männerherzen... und die ganz ganz große Liebe (2011),Comedy|Drama|Romance,Männerherzen... und die ganz ganz große Liebe,2011,3.17,12
165353,In a Valley of Violence (2016),Thriller|Western,In a Valley of Violence,2016,3.02,58
164181,Samurai Rauni Reposaarelainen (2016),Adventure,Samurai Rauni Reposaarelainen,2016,3.41,16
163663,Other People (2016),Drama,Other People,2016,3.39,66
165223,The Law of the Jungle (2016),Comedy,The Law of the Jungle,2016,2.9,10
172435,Easy on the Eyes (2014),Comedy|Sci-Fi,Easy on the Eyes,2014,2.93,7
100036,Crossfire Hurricane (2012),Documentary|Musical,Crossfire Hurricane,2012,3.44,17
134751,The Fantastic Flying Books of Mr. Morris Lessmore (2011),Adventure|Animation|Children|Drama,The Fantastic Flying Books of Mr. Morris Lessmore,2011,3.74,54
201270,Remi Nobody's Boy (2018),Comedy|Drama,Remi Nobody's Boy,2018,3.0,3
175723,Feed (2017),Drama,Feed,2017,2.71,7
158886,All Things Valentine (2016),Comedy|Romance,All Things Valentine,2016,3.72,9
158890,Unleashing Mr. Darcy (2016),Romance,Unleashing Mr. Darcy,2016,3.89,9
200638,Tolkien (2019),Drama,Tolkien,2019,3.32,50
101180,Age of the Dragons (2011),Action|Adventure|Fantasy,Age of the Dragons,2011,2.68,17
187217,Bad Lucky Goat (2017),Comedy|Drama,Bad Lucky Goat,2017,3.0,6
172663,King Charles III (2017),Drama,King Charles III,2017,3.22,9
118884,1987 (2014),Comedy|Drama|Romance,1987,2014,3.5,8
178863,Stripped Naked (2010),Crime|Drama|Thriller,Stripped Naked,2010,2.0,3
100387,Kadal (2013),Drama|Romance,Kadal,2013,2.92,6
157553,Arrambam (2013),Action|Drama|Thriller,Arrambam,2013,2.94,8
148478,Monkey King: Hero Is Back (2015),Animation|Comedy|Fantasy,Monkey King: Hero Is Back,2015,3.67,12
112506,Radio Free Albemuth (2010),Drama|Sci-Fi,Radio Free Albemuth,2010,2.98,28
149719,A Perfect Ending (2012),Drama,A Perfect Ending,2012,2.57,7
99820,Pokémon the Movie: Black - Victini and Reshiram (2011),Animation,Pokémon the Movie: Black - Victini and Reshiram,2011,1.81,13
194232,The Body,(no genres listed),The Body,,2.71,7
201166,Generation Iron 3 (2018),Documentary,Generation Iron 3,2018,3.3,5
203523,Nightmare Cinema (2019),Horror,Nightmare Cinema,2019,2.18,14
148693,Architecture 101 (2012),Comedy|Romance,Architecture 101,2012,3.57,15
192181,Daddy Cool (2017),Comedy,Daddy Cool,2017,2.6,5
204696,Brahms: The Boy II (2019),Horror|Mystery|Thriller,Brahms: The Boy II,2019,1.5,2
145283,Nowitzki: The Perfect Shot (2014),Documentary,Nowitzki: The Perfect Shot,2014,3.85,10
142232,Eden Lodge (2015),Horror|Thriller,Eden Lodge,2015,2.13,4
196141,The Tolstoy Defence (2018),Drama,The Tolstoy Defence,2018,3.63,4
80463,"Social Network, The (2010)",Drama,"Social Network, The",2010,3.75,14034
81819,Biutiful (2010),Drama,Biutiful,2010,3.63,734
93326,This Means War (2012),Action|Comedy|Romance,This Means War,2012,3.16,1283
180031,The Shape of Water (2017),Adventure|Drama|Fantasy,The Shape of Water,2017,3.56,2301
160291,"Mother, May I Sleep with Danger? (2016)",Thriller,"Mother, May I Sleep with Danger?",2016,1.75,12
82378,All Good Things (2010),Drama|Mystery|Thriller,All Good Things,2010,3.06,320
110127,Noah (2014),Adventure|Drama|IMAX,Noah,2014,2.75,1372
110314,"Me Two (Personne aux deux personnes, La) (2008)",Comedy|Fantasy,Me Two,"Personne aux deux personnes, La) (2008",2.9,10
163985,ARQ (2016),Sci-Fi|Thriller,ARQ,2016,3.27,423
172105,Vysotsky: Thank God I'm Alive (2011),Drama,Vysotsky: Thank God I'm Alive,2011,3.17,27
91694,Intruders (2011),Horror|Thriller,Intruders,2011,2.74,74
81786,Certified Copy (Copie conforme) (2010),Drama,Certified Copy,Copie conforme) (2010,3.64,224
103059,Hannah Arendt (2012),Drama,Hannah Arendt,2012,3.64,67
142386,The Assassin (2015),Drama,The Assassin,2015,3.18,100
149011,He Never Died (2015),Comedy|Drama|Horror,He Never Died,2015,3.38,158
134182,Holiday (2014),Action|Romance|Thriller,Holiday,2014,2.96,40
179647,The Young Karl Marx (2017),Drama,The Young Karl Marx,2017,3.5,24
91823,Kung Fu Panda Holiday Special (2010),Animation|Children|Comedy,Kung Fu Panda Holiday Special,2010,2.99,68
144636,Creative Control (2015),Drama|Sci-Fi,Creative Control,2015,3.26,29
165641,Closet Monster (2016),Drama,Closet Monster,2016,3.76,68
195847,A Christmas Prince: The Royal Wedding (2018),Romance,A Christmas Prince: The Royal Wedding,2018,2.77,45
112303,Think Like a Man Too (2014),Comedy|Romance,Think Like a Man Too,2014,3.09,76
136936,88 (2015),Action|Thriller,88,2015,2.27,11
178341,Human Flow (2017),Documentary,Human Flow,2017,4.06,9
165823,Under the Sun (2016),Documentary,Under the Sun,2016,3.48,41
173731,Sweet Virginia (2017),(no genres listed),Sweet Virginia,2017,3.14,25
180591,Jane (2017),Documentary,Jane,2017,3.69,27
191479,Smallfoot (2018),Animation|Comedy,Smallfoot,2018,3.02,90
125565,Night Will Fall (2014),Documentary,Night Will Fall,2014,3.56,17
195985,American Valhalla (2017),Documentary,American Valhalla,2017,3.5,1
164222,I am not Salvador (2016),Comedy,I am not Salvador,2016,1.39,9
142977,The Rosenwald Schools (2015),(no genres listed),The Rosenwald Schools,2015,3.5,2
133115,We Could Be King (2014),Documentary,We Could Be King,2014,3.75,2
139369,America's Most Haunted (2013),Comedy|Horror,America's Most Haunted,2013,4.0,3
121596,Born to Fight (2011),Action|Children|Drama,Born to Fight,2011,2.79,7
202499,Atlantics (2019),Drama,Atlantics,2019,1.5,7
151319,Notias (2016),Comedy|Drama,Notias,2016,3.1,5
99114,Django Unchained (2012),Action|Drama|Western,Django Unchained,2012,4.0,20687
79796,Centurion (2010),Action|Adventure|Drama|Thriller|War,Centurion,2010,3.12,536
137399,Heart Street (2014),Comedy|Romance,Heart Street,2014,2.88,8
100556,"Act of Killing, The (2012)",Documentary,"Act of Killing, The",2012,3.99,735
91653,We Bought a Zoo (2011),Comedy|Drama,We Bought a Zoo,2011,3.38,1280
99024,Asylum Blackout (2011),Horror|Thriller,Asylum Blackout,2011,2.9,24
101525,"Place Beyond the Pines, The (2012)",Crime|Drama,"Place Beyond the Pines, The",2012,3.66,1689
95309,Seeking a Friend for the End of the World (2012),Comedy|Drama|Romance,Seeking a Friend for the End of the World,2012,3.43,1366
118354,Kill the Messenger (2014),Crime|Drama|Mystery|Thriller,Kill the Messenger,2014,3.42,210
130976,Legend No. 17 (2013),Drama,Legend No. 17,2013,3.81,85
92696,"Shrine, The (2010)",Horror,"Shrine, The",2010,2.8,55
100062,My Way (Mai Wei) (2011),Action|Drama|War,My Way,Mai Wei) (2011,3.55,41
111663,Zombeavers (2014),Action|Comedy|Horror,Zombeavers,2014,2.54,117
186331,Status Update (2018),Comedy|Fantasy,Status Update,2018,2.7,15
143519,The Pearl Button (2015),Documentary,The Pearl Button,2015,3.37,23
169302,Everybody Loves Somebody (2017),Comedy,Everybody Loves Somebody,2017,2.92,12
94799,Sound of My Voice (2011),Drama|Mystery|Sci-Fi,Sound of My Voice,2011,3.46,284
160648,Black Mountain Side (2016),Horror|Thriller,Black Mountain Side,2016,2.81,21
165969,HyperNormalisation (2016),Documentary,HyperNormalisation,2016,4.03,145
182783,The Insult (2017),Drama,The Insult,2017,3.61,61
98956,Barfi! (2012),Comedy|Drama|Romance,Barfi!,2012,3.62,140
96687,Jesus Henry Christ (2012),Comedy,Jesus Henry Christ,2012,3.18,44
135693,Iliza Shlesinger: War Paint (2013),Comedy,Iliza Shlesinger: War Paint,2013,2.92,39
92393,Detective Dee and the Mystery of the Phantom Flame (Di Renjie) (2010),Action|Crime|Mystery,Detective Dee and the Mystery of the Phantom Flame,Di Renjie) (2010,3.35,80
135823,Dhoom 3 (2013),Action|Crime|Thriller,Dhoom 3,2013,2.66,45
154075,Dabangg (2010),Action|Comedy|Crime,Dabangg,2010,2.83,23
147045,Captains of the Sands (2011),Adventure|Drama,Captains of the Sands,2011,3.2,5
93289,"Liar, The (Valehtelija) (1981)",Comedy|Drama,"Liar, The",Valehtelija) (1981,3.38,8
121453,Lizzie Borden Took an Ax (2014),Crime|Drama|Mystery|Thriller,Lizzie Borden Took an Ax,2014,2.78,30
116969,Paths of Hate (2011),Action|Animation|Drama|War,Paths of Hate,2011,3.47,17
125654,Low Down (2014),Drama,Low Down,2014,2.94,9
142056,Iron Man & Hulk: Heroes United (2013),Action|Adventure|Animation,Iron Man & Hulk: Heroes United,2013,2.76,17
117488,A Promise (2013),Drama|Romance,A Promise,2013,3.0,19
142248,The Cutting Room (2015),Horror,The Cutting Room,2015,2.5,5
181215,The Hatred (2017),Horror,The Hatred,2017,1.9,10
130512,Hippocrates (2014),Comedy|Drama,Hippocrates,2014,3.34,16
204788,Changeland (2019),Comedy|Drama,Changeland,2019,2.25,2
89963,"Khroustaliov, My Car! (Khrustalyov, mashinu!) (1998)",Comedy|Drama,"Khroustaliov, My Car!","Khrustalyov, mashinu!) (1998",3.4,15
160862,Notes on Blindness (2016),Documentary,Notes on Blindness,2016,3.53,16
171479,"Kidnapping, Caucasian Style (2014)",Adventure|Comedy|Romance,"Kidnapping, Caucasian Style",2014,0.68,14
166257,West Coast (2016),Comedy,West Coast,2016,2.25,2
198273,A Night at The Garden (2017),Documentary,A Night at The Garden,2017,2.85,13
201644,Them That Follow (2019),(no genres listed),Them That Follow,2019,1.7,5
203745,Turma da Mônica: Laços (2019),Adventure|Children|Comedy,Turma da Mônica: Laços,2019,1.58,6
179773,Chance At Romance (2013),Comedy|Romance,Chance At Romance,2013,3.5,2
182773,The Rendezvous (2016),Action|Adventure,The Rendezvous,2016,3.75,6
97533,"Letter, The (2012)",Drama,"Letter, The",2012,2.58,6
101916,"Castle of Cloads, The (Pilvilinna) (1970)",Comedy|Drama,"Castle of Cloads, The",Pilvilinna) (1970,2.5,2
164751,Love Never Dies (2012),Drama|Romance,Love Never Dies,2012,3.33,12
107306,Gurren Lagann: The Lights in the Sky are Stars (Gekijô ban Tengen toppa guren ragan: Ragan hen) (2009),Adventure|Animation|Drama|Sci-Fi|War,Gurren Lagann: The Lights in the Sky are Stars,Gekijô ban Tengen toppa guren ragan: Ragan hen) (2009,3.6,25
90531,Shame (2011),Drama,Shame,2011,3.64,1547
134021,5 to 7 (2014),Comedy|Drama|Romance,5 to 7,2014,3.58,81
87930,Page One: Inside the New York Times (2011),Documentary,Page One: Inside the New York Times,2011,3.58,72
91535,"Bourne Legacy, The (2012)",Action|Adventure|Drama|Thriller|IMAX,"Bourne Legacy, The",2012,3.46,3421
183837,The Favourite,Drama,The Favourite,,3.83,1296
103543,"Lifeguard, The (2013)",Comedy|Drama,"Lifeguard, The",2013,2.71,85
87197,Let the Bullets Fly (2010),Action|Comedy,Let the Bullets Fly,2010,3.44,63
109607,In Fear (2013),Thriller,In Fear,2013,2.96,56
112895,Willow Creek (2013),Horror|Mystery,Willow Creek,2013,2.63,71
144516,The Brain Man (2013),Mystery,The Brain Man,2013,3.26,17
92841,Winter in Wartime (Oorlogswinter) (2008),Drama|War,Winter in Wartime,Oorlogswinter) (2008,3.4,46
100185,Starlet (2012),Drama,Starlet,2012,3.58,73
115348,"Wise Kids, The (2011)",Drama,"Wise Kids, The",2011,3.5,8
136521,Stop the Pounding Heart (2013),Documentary|Drama,Stop the Pounding Heart,2013,4.1,5
184987,A Wrinkle in Time (2018),Adventure|Children|Fantasy|Sci-Fi,A Wrinkle in Time,2018,2.4,228
155403,Lethal Seduction (2015),Thriller,Lethal Seduction,2015,2.75,2
108447,Atrocious (2010),Horror|Thriller,Atrocious,2010,2.94,24
134601,Lost Soul: The Doomed Journey of Richard Stanley's Island of Dr. Moreau (2014),Documentary,Lost Soul: The Doomed Journey of Richard Stanley's Island of Dr. Moreau,2014,3.51,49
162478,Masterminds (2016),Action|Comedy|Crime,Masterminds,2016,2.89,296
150342,Wazir (2015),(no genres listed),Wazir,2015,3.65,27
85295,Scooby-Doo! Curse of the Lake Monster (2010),Adventure|Children|Comedy|Mystery,Scooby-Doo! Curse of the Lake Monster,2010,2.15,66
169022,Classmates (2016),Animation,Classmates,2016,4.33,12
140204,Backmask (2015),Horror|Thriller,Backmask,2015,2.44,9
156125,I Spit on Your Grave III: Vengeance is Mine (2015),Horror|Thriller,I Spit on Your Grave III: Vengeance is Mine,2015,2.96,42
192275,Farmlands (2018),Crime|Documentary,Farmlands,2018,2.72,9
150334,Rowdy Rathore (2012),Action,Rowdy Rathore,2012,2.45,19
154458,Singham Returns (2014),Action|Drama,Singham Returns,2014,2.69,13
86764,"Asthenic Syndrome, The (Astenicheskiy sindrom) (1990)",Drama,"Asthenic Syndrome, The",Astenicheskiy sindrom) (1990,3.65,13
109359,Gerontophilia (2013),Comedy|Romance,Gerontophilia,2013,2.94,16
141984,A Little Bit Zombie (2012),Comedy|Horror|Sci-Fi,A Little Bit Zombie,2012,2.57,7
131180,Dead Rising: Watchtower (2015),Action|Horror|Thriller,Dead Rising: Watchtower,2015,2.45,28
186125,Scooby-Doo! and WWE: Curse of the Speed Demon (2016),Animation,Scooby-Doo! and WWE: Curse of the Speed Demon,2016,3.0,6
182445,Based on a True Story (2017),Drama|Thriller,Based on a True Story,2017,3.08,18
129199,How to Fall in Love (2012),Comedy|Romance,How to Fall in Love,2012,3.1,15
149344,Pete's Christmas (2013),Children|Fantasy,Pete's Christmas,2013,3.75,8
165217,Stalked by My Doctor: The Return (2016),(no genres listed),Stalked by My Doctor: The Return,2016,2.0,2
86145,On Tour (Tournée) (2010),Comedy|Drama,On Tour,Tournée) (2010,3.09,17
205160,Woodstock: Three Days that Defined a Generation (2019),Documentary,Woodstock: Three Days that Defined a Generation,2019,3.19,8
168026,Marvel One-Shot: Agent Carter (2013),Action|Adventure|Fantasy|Sci-Fi,Marvel One-Shot: Agent Carter,2013,3.53,68
193990,Night Howl (2017),Horror,Night Howl,2017,1.0,1
167152,A martfüi rém (2016),Thriller,A martfüi rém,2016,2.67,18
147104,All American High: Revisited (2014),Documentary,All American High: Revisited,2014,3.67,3
149794,I Just Wanna Hug You (2014),Drama|Romance,I Just Wanna Hug You,2014,3.75,4
183055,The Beyond (2018),Horror|Sci-Fi,The Beyond,2018,2.51,39
192053,Bed of the Dead (2016),Horror,Bed of the Dead,2016,2.58,6
208507,Darlin' (2019),Horror|Thriller,Darlin',2019,2.0,1
